sentence,name,vshort,short,average,tall,vtall
Sebastian is 155.26 cm.,Sebastian,0,0.6592827107732897,0.42369834198522466,1.2372090287365877e-4,0
Cooper is 155.27 cm.,Cooper,0,0.6577203869950277,0.4252034148285841,1.239783210456312e-4,0
Elaine is 155.28 cm tall.,Elaine,0,0.6561559956708072,0.42671103701471585,1.24236341858793e-4,0
Arnold 's height is 155.29 cm.,Arnold,0,0.6545895698667242,0.42822118674596155,1.244949668809106e-4,0
Bella is 155.3 cm tall.,Bella,0,0.653021142767049,0.4297338420130589,1.2475419768423696e-4,0
Allan is 155.31 cm.,Allan,0,0.6514507476713501,0.43124898059571304,1.2501403584552734e-4,0
Myra is 155.32 cm tall.,Myra,0,0.649878417991624,0.43276658006317914,1.2527448294605024e-4,0
Irene is 155.33 cm tall.,Irene,0,0.6483041872493928,0.4342866177748906,1.2553554057160337e-4,0
Jimmie 's height is 155.36 cm.,Jimmie,0,0.6435704254445065,0.4388611308364284,1.2632239252464622e-4,0
Diane is 155.37 cm tall.,Diane,0,0.6419889277557622,0.4403906909464978,1.2658590819936304e-4,0
Rochelle is 155.38 cm tall.,Rochelle,0,0.6404056981525943,0.4419225729745521,1.268500423965237e-4,0
Caroline is 155.39 cm tall.,Caroline,0,0.6388207707520488,0.4434567530358538,1.27114796729396e-4,0
Ariel is 155.4 cm tall.,Ariel,0,0.6372341797600326,0.444993207041047,1.273801728158777e-4,0
Larry is 155.41 cm tall.,Larry,0,0.6356459594683339,0.4465319106970041,1.2764617227850706e-4,0
Bella is 155.42 cm tall.,Bella,0,0.634056144251582,0.4480728395077492,1.27912796744483e-4,0
Gertrude 's height is 155.44 cm.,Gertrude,0,0.6308718669376775,0.4511612736008863,1.284479272186381e-4,0
Damian 's height is 155.45 cm.,Damian,0,0.629277473976892,0.45270872888545294,1.287164365046329e-4,0
Suzanne 's height is 155.46 cm.,Suzanne,0,0.6276816243577188,0.45425830933114697,1.289855773496344e-4,0
Benny is 155.47 cm.,Benny,0,0.6260843528236688,0.45580998944211565,1.2925535140434672e-4,0
Isabel 's height is 155.48 cm.,Isabel,0,0.6244856941828663,0.45736374352565956,1.2952576032422344e-4,0
Mike 's height is 155.49 cm.,Mike,0,0.6228856833050225,0.45891954569330434,1.2979680576947553e-4,0
Chase is 155.5 cm tall.,Chase,0,0.6212843551183359,0.4604773698619713,1.3006848940509206e-4,0
Gage is 155.51 cm.,Gage,0,0.619681744606437,0.462037189755128,1.3034081290085248e-4,0
Marjorie is 155.52 cm tall.,Marjorie,0,0.6180778868053077,0.46359897890399193,1.306137779313415e-4,0
Daniela is 155.54 cm.,Daniela,0,0.6148665697225357,0.4667283581398879,1.31161639318967e-4,0
Angelina 's height is 155.56 cm.,Angelina,0,0.6116506850877351,0.46986529202192107,1.3171208706133544e-4,0
Arturo is 155.57 cm.,Arturo,0,0.6100411179965897,0.47143652377671297,1.319882850535045e-4,0
Ava 's height is 155.58 cm.,Ava,0,0.6084305147587193,0.4730095620083415,1.3226513472968244e-4,0
Carly 's height is 155.6 cm.,Carly,0,0.6052063411345157,0.4761609466071626,1.3282079597359733e-4,0
Dixie is 155.61 cm.,Dixie,0,0.6035928414600661,0.47773923687448555,1.3309961097343392e-4,0
Enrique 's height is 155.62 cm.,Enrique,0,0.6019784470564595,0.4793192214219048,1.333790845215122e-4,0
Ashley is 155.63 cm tall.,Ashley,0,0.6003631933317429,0.48090087175386875,1.3365921834628832e-4,0
Debbie is 155.64 cm.,Debbie,0,0.5987471157092511,0.482484159199368,1.339400141812081e-4,0
Sidney is 155.68 cm.,Sidney,0,0.5922752750707526,0.48883310064585306,1.3506985246679047e-4,0
Doris 's height is 155.69 cm.,Doris,0,0.5906556096288981,0.49042413756640985,1.3535398452988335e-4,0
Alfonso is 155.7 cm tall.,Alfonso,0,0.5890353329779678,0.4920166359814196,1.356387891094763e-4,0
Ethan 's height is 155.71 cm.,Ethan,0,0.5874144805622291,0.49361056603809383,1.3592426797439094e-4,0
Peyton is 155.73 cm.,Peyton,0,0.5841711901641796,0.49680260085790046,1.3649725566106978e-4,0
Christie is 155.74 cm tall.,Christie,0,0.5825488230120505,0.4984006451136364,1.3678476804612833e-4,0
Beatrice is 155.75 cm.,Beatrice,0,0.5809260217494273,0.5,1.3707296184312855e-4,0
Gertrude 's height is 155.77 cm.,Gertrude,0,0.5776792583393474,0.503202518938943,1.376514008564357e-4,0
Jenna is 155.78 cm tall.,Jenna,0,0.5760553668513342,0.5048056212497575,1.3794164967749741e-4,0
Jane is 155.79 cm.,Jane,0,0.574431182565746,0.5064099107116492,1.3823258712004186e-4,0
Ashley is 155.8 cm.,Ashley,0,0.5728067407350044,0.5080153560838173,1.385242149995327e-4,0
Jenny is 155.81 cm.,Jenny,0,0.5711820765752589,0.5096219259811935,1.3881653513670044e-4,0
Virginia is 155.82 cm.,Virginia,0,0.569557225263451,0.5112295888765211,1.3910954935755576e-4,0
Lisa 's height is 155.85 cm.,Lisa,0,0.5646818995353002,0.5160588181895944,1.399927748619334e-4,0
Howard 's height is 155.86 cm.,Howard,0,0.5630566504979149,0.5176705350352366,1.402885837838655e-4,0
Annette 's height is 155.87 cm.,Annette,0,0.5614313895026842,0.519283185184922,1.4058509599934943e-4,0
Bridget is 155.88 cm.,Bridget,0,0.5598061514300868,0.5208967363037478,1.4088231336643843e-4,0
Monique is 155.89 cm.,Monique,0,0.5581809711011255,0.5225111559300282,1.411802377485848e-4,0
Vincent is 155.9 cm tall.,Vincent,0,0.5565558832744891,0.524126411477604,1.4147887101465914e-4,0
Kimberley 's height is 155.91 cm.,Kimberley,0,0.5549309226437502,0.5257424702381543,1.4177821503896305e-4,0
Savannah is 155.93 cm.,Savannah,0,0.5516815214017685,0.5289768659683721,1.423790428867498e-4,0
Ellen is 155.94 cm.,Ellen,0,0.5500571498268867,0.5305951369319973,1.4268053048616396e-4,0
Caden is 155.97 cm tall.,Caden,0,0.5451857639041024,0.535453843816755,1.4358931075765497e-4,0
Josiah is 155.99 cm.,Josiah,0,0.5419399561825912,0.5386958925719766,1.441987812530198e-4,0
Ross is 156 cm.,Ross,0,0.5403176894062945,0.5403176894062945,1.4450460735023645e-4,0
Andre 's height is 156.02 cm.,Andre,0,0.5370745994758869,0.54356265900969,1.4511845089176133e-4,0
Gina is 156.03 cm.,Gina,0,0.535453843816755,0.5451857639041024,1.45426472212171e-4,0
Autumn is 156.04 cm tall.,Autumn,0,0.5338336591932367,0.5468092367926439,1.4573522915917091e-4,0
Jamie is 156.05 cm.,Jamie,0,0.5322140791013609,0.5484330435150959,1.460447236849761e-4,0
Jerome 's height is 156.06 cm.,Jerome,0,0.5305951369319973,0.5500571498268867,1.4635495774750252e-4,0
Billie is 156.07 cm tall.,Billie,0,0.5289768659683721,0.5516815214017685,1.4666593331038162e-4,0
Dillon is 156.08 cm.,Dillon,0,0.5273592993835853,0.5533061238345343,1.469776523429806e-4,0
Edith is 156.1 cm.,Edith,0,0.5241264114775994,0.5565558832744936,1.4760332872359248e-4,0
Morris 's height is 156.12 cm.,Morris,0,0.5208967363037478,0.5598061514300868,1.482320027596691e-4,0
Tanner 's height is 156.14 cm.,Tanner,0,0.5176705350352366,0.5630566504979149,1.48863690414485e-4,0
Jean is 156.15 cm tall.,Jean,0,0.51605881818959,0.5646818995353049,1.491806693630028e-4,0
Jeremy 's height is 156.16 cm.,Jeremy,0,0.514448066853832,0.5663071016777419,1.494984077448463e-4,0
Cassie 's height is 156.17 cm.,Cassie,0,0.5128383131024786,0.5679322219343733,1.4981690758183024e-4,0
Myrtle is 156.18 cm.,Myrtle,0,0.5112295888765211,0.569557225263451,1.501361709016871e-4,0
Andy is 156.19 cm tall.,Andy,0,0.5096219259811935,0.5711820765752589,1.5045619973809088e-4,0
Ellis is 156.2 cm.,Ellis,0,0.5080153560838173,0.5728067407350044,1.507769961306741e-4,0
Kurt 's height is 156.21 cm.,Kurt,0,0.5064099107116445,0.5744311825657504,1.510985621250473e-4,0
Diego is 156.22 cm tall.,Diego,0,0.5048056212497575,0.5760553668513342,1.5142089977281505e-4,0
Natalie is 156.23 cm tall.,Natalie,0,0.503202518938943,0.5776792583393474,1.5174401113160203e-4,0
Alberto is 156.24 cm tall.,Alberto,0,0.5016006348736661,0.5793028217440604,1.520678982650638e-4,0
Cora is 156.25 cm tall.,Cora,0,0.5,0.5809260217494273,1.5239256324291374e-4,0
Dennis 's height is 156.26 cm.,Dennis,0,0.4984006451136364,0.5825488230120505,1.5271800814093783e-4,0
Amanda is 156.27 cm tall.,Amanda,0,0.49680260085790046,0.5841711901641796,1.530442350410152e-4,0
Corinne is 156.28 cm.,Corinne,0,0.49520589772179446,0.5857930878167205,1.5337124603113936e-4,0
Justin is 156.29 cm.,Justin,0,0.49361056603808945,0.5874144805622338,1.536990432054336e-4,0
Giovanni is 156.31 cm.,Giovanni,0,0.49042413756640985,0.5906556096288981,1.543570045138096e-4,0
Penny 's height is 156.32 cm.,Penny,0,0.48883310064585306,0.5922752750707526,1.5468717286698023e-4,0
Scarlett is 156.34 cm.,Scarlett,0,0.48565552987927035,0.59551263052222,1.553498955655646e-4,0
Herbert 's height is 156.35 cm.,Herbert,0,0.4840690549135339,0.5971302496245232,1.5568245416739486e-4,0
Cara is 156.36 cm tall.,Cara,0,0.482484159199368,0.5987471157092511,1.5601581378563238e-4,0
Angel is 156.37 cm.,Angel,0,0.48090087175386875,0.6003631933317429,1.563499765641746e-4,0
Raul is 156.38 cm tall.,Raul,0,0.4793192214219048,0.6019784470564595,1.5668494465323032e-4,0
Tyrone is 156.39 cm.,Tyrone,0,0.47773923687448555,0.6035928414600661,1.5702072020933942e-4,0
Tessa 's height is 156.4 cm.,Tessa,0,0.4761609466071582,0.6052063411345203,1.5735730539539588e-4,0
Brenda is 156.42 cm tall.,Brenda,0,0.4730095620083415,0.6084305147587193,1.5803291334080057e-4,0
Glen 's height is 156.46 cm.,Glen,0,0.4667283581398835,0.6148665697225402,1.5939394066813082e-4,0
Joey 's height is 156.47 cm.,Joey,0,0.4651627106487665,0.616472816800194,1.597362543626972e-4,0
Wayne 's height is 156.48 cm.,Wayne,0,0.46359897890399193,0.6180778868053077,1.6007939522149763e-4,0
Rudy 's height is 156.49 cm.,Rudy,0,0.462037189755128,0.619681744606437,1.6042336546551986e-4,0
Marion is 156.5 cm.,Marion,0,0.4604773698619713,0.6212843551183359,1.6076816732231485e-4,0
Isabelle is 156.52 cm tall.,Isabelle,0,0.45736374352565956,0.6244856941828663,1.614602748173456e-4,0
Judith 's height is 156.53 cm.,Judith,0,0.45580998944211565,0.6260843528236688,1.6180758494367025e-4,0
Blanche 's height is 156.54 cm.,Blanche,0,0.45425830933114275,0.6276816243577232,1.6215573565898534e-4,0
Donald is 156.55 cm.,Donald,0,0.45270872888545294,0.629277473976892,1.6250472922395634e-4,0
Gladys 's height is 156.56 cm.,Gladys,0,0.4511612736008863,0.6308718669376775,1.6285456790593746e-4,0
Alec 's height is 156.57 cm.,Alec,0,0.4496159687753464,0.632464768564266,1.6320525397899103e-4,0
Nolan is 156.58 cm tall.,Nolan,0,0.4480728395077492,0.634056144251582,1.635567897239107e-4,0
Malik is 156.59 cm tall.,Malik,0,0.4465319106970041,0.6356459594683339,1.6390917742824276e-4,0
Mae 's height is 156.6 cm.,Mae,0,0.4449932070410427,0.6372341797600373,1.6426241938630653e-4,0
Braden is 156.61 cm tall.,Braden,0,0.4434567530358538,0.6388207707520488,1.6461651789921686e-4,0
Leah is 156.62 cm tall.,Leah,0,0.4419225729745521,0.6404056981525943,1.649714752749087e-4,0
Dakota is 156.64 cm.,Dakota,0,0.4388611308364284,0.6435704254445065,1.656839758805969e-4,0
Therese is 156.66 cm tall.,Therese,0,0.4358090708811151,0.6467280890727877,1.6639993980404607e-4,0
Vicky is 156.67 cm tall.,Vicky,0,0.4342866177748906,0.6483041872493928,1.6675922635283878e-4,0
Debra is 156.69 cm.,Debra,0,0.43124898059571304,0.6514507476713501,1.6748042037112071e-4,0
Sylvester 's height is 156.7 cm.,Sylvester,0,0.4297338420130589,0.653021142767049,1.6784233256017135e-4,0
Rafael 's height is 156.71 cm.,Rafael,0,0.4282211867459574,0.6545895698667289,1.6820512469388656e-4,0
Tina is 156.72 cm tall.,Tina,0,0.42671103701471585,0.6561559956708072,1.685687991496037e-4,0
Laurence is 156.73 cm tall.,Laurence,0,0.4252034148285841,0.6577203869950277,1.689333583117295e-4,0
Jillian 's height is 156.74 cm.,Jillian,0,0.42369834198522466,0.6592827107732897,1.6929880457175356e-4,0
Paula is 156.76 cm tall.,Paula,0,0.4206959304562085,0.6624010240355553,1.7003236798704402e-4,0
Ivy 's height is 156.77 cm.,Ivy,0,0.41919863430315263,0.6639569480038331,1.7040048996093982e-4,0
Annette is 156.78 cm.,Annette,0,0.4177039725571347,0.665510673400329,1.70769508670041e-4,0
Sam is 156.79 cm.,Sam,0,0.4162119659503232,0.66706216779226,1.7113942654162274e-4,0
Paige is 156.8 cm.,Paige,0,0.4147226350004989,0.6686113988818714,1.715102460101877e-4,0
Claudia is 156.81 cm tall.,Claudia,0,0.4132360000106792,0.6701583345091887,1.7188196951748995e-4,0
Jasper is 156.82 cm tall.,Jasper,0,0.41175208106879696,0.6717029426547326,1.7225459951255632e-4,0
Agnes 's height is 156.83 cm.,Agnes,0,0.41027089804738687,0.6732451914422269,1.7262813845171174e-4,0
Myrtle is 156.85 cm tall.,Myrtle,0,0.4073168181774664,0.6763224841700812,1.7337795302421784e-4,0
Jamie is 156.86 cm tall.,Jamie,0,0.40584395999465545,0.677857465097959,1.7375423360691623e-4,0
Lori is 156.87 cm.,Lori,0,0.4043739150632735,0.6793899606481048,1.7413143303245023e-4,0
Max 's height is 156.88 cm.,Max,0,0.4029067021752023,0.68091993970011,1.7450955379398896e-4,0
Martha is 156.9 cm.,Martha,0,0.39998084661303024,0.6839722246255707,1.7526856933498428e-4,0
Myrtle 's height is 156.91 cm.,Myrtle,0,0.3985222404388828,0.6854944690633384,1.756494691380788e-4,0
Devin is 156.92 cm.,Devin,0,0.3970665393077815,0.6870140741366353,1.7603130032450566e-4,0
Penelope is 156.93 cm.,Penelope,0,0.39561376092732586,0.6885310095452746,1.7641406542487888e-4,0
Jackie 's height is 156.94 cm.,Jackie,0,0.39416392278809687,0.69004524516059,1.7679776697737852e-4,0
Vivian is 156.95 cm tall.,Vivian,0,0.39271704216368664,0.6915567510278494,1.7718240752777174e-4,0
Daniel is 156.96 cm.,Daniel,0,0.3912731361107229,0.6930654973686653,1.7756798962943849e-4,0
Fern is 157 cm tall.,Fern,0,0.3855275911565766,0.6990722982038853,1.7911978488422846e-4,0
Dakota 's height is 157.01 cm.,Dakota,0,0.38409880622244064,0.7005668065733889,1.795101133111134e-4,0
Jasmine is 157.02 cm.,Jasmine,0,0.38267309364854496,0.702058380580471,1.799013987707991e-4,0
Clayton 's height is 157.04 cm.,Clayton,0,0.3798309475296555,0.7050326117860819,1.806868512258472e-4,0
Anthony 's height is 157.05 cm.,Anthony,0,0.3784145444195362,0.7065152126125785,1.8108102345940313e-4,0
Terry is 157.07 cm.,Terry,0,0.37559115257022635,0.7094712452711811,1.8187227309301443e-4,0
Lydia is 157.08 cm tall.,Lydia,0,0.37418419297524685,0.7109446219306779,1.8226935577852986e-4,0
Cole is 157.09 cm tall.,Cole,0,0.37278041000544837,0.7124148690356414,1.8266741391337844e-4,0
Sue is 157.1 cm.,Sue,0,0.37137981769736667,0.7138819595133885,1.8306645016015726e-4,0
Tom is 157.11 cm tall.,Tom,0,0.3699824298739776,0.7153458665002657,1.8346646718945685e-4,0
Blake 's height is 157.12 cm.,Blake,0,0.3685882601450969,0.7168065633435967,1.8386746767988998e-4,0
Allen 's height is 157.13 cm.,Allen,0,0.3671973219078185,0.7182640236035781,1.8426945431811552e-4,0
Lewis is 157.14 cm tall.,Lewis,0,0.36580962834695807,0.7197182210551598,1.8467242979886423e-4,0
Tammy 's height is 157.15 cm.,Tammy,0,0.36442519243551696,0.7211691296898924,1.850763968249682e-4,0
Cecilia is 157.16 cm tall.,Cecilia,0,0.36304402693518695,0.7226167237177225,1.85481358107381e-4,0
Hugh is 157.17 cm tall.,Hugh,0,0.3616661443968294,0.7240609775688006,1.8588731636521411e-4,0
Samuel is 157.18 cm tall.,Samuel,0,0.3602915571610345,0.7255018658951928,1.8629427432575305e-4,0
Bonnie is 157.19 cm tall.,Bonnie,0,0.3589202773586415,0.7269393635726237,1.8670223472449263e-4,0
Will is 157.2 cm.,Will,0,0.3575523169113191,0.728373445702137,1.871112003051603e-4,0
Roman 's height is 157.21 cm.,Roman,0,0.356187687532144,0.7298040876117519,1.8752117381974363e-4,0
Cassie 's height is 157.22 cm.,Cassie,0,0.354826400726217,0.731231264858056,1.8793215802851486e-4,0
Drew is 157.23 cm tall.,Drew,0,0.3534684677912591,0.7326549532278132,1.8834415570006443e-4,0
Rochelle 's height is 157.24 cm.,Rochelle,0,0.35211389981828045,0.7340751287394742,1.887571696113197e-4,0
Rachel 's height is 157.25 cm.,Rachel,0,0.35076270769221185,0.7354917676447142,1.8917120254758138e-4,0
Jana 's height is 157.27 cm.,Jana,0,0.3480704934942563,0.7383143418174918,1.9000233667832944e-4,0
Sherry is 157.29 cm tall.,Sherry,0,0.3453919081815181,0.7411224904789415,1.9083758054313157e-4,0
Asher is 157.3 cm tall.,Asher,0,0.3440577513997307,0.742521098390862,1.9125675067875684e-4,0
Carole 's height is 157.31 cm.,Carole,0,0.3427270314859394,0.7439160321839975,1.9167695672847932e-4,0
Natalia is 157.33 cm tall.,Natalia,0,0.3400759399111852,0.7466947893519408,1.925204879574412e-4,0
Bianca 's height is 157.34 cm.,Bianca,0,0.33875558657490745,0.7480785693070386,1.929438188518013e-4,0
Cecilia is 157.35 cm tall.,Cecilia,0,0.3374387067576235,0.7494585883062761,1.9336819709055579e-4,0
Kiara 's height is 157.36 cm.,Kiara,0,0.3361253091256225,0.7508348252562956,1.9379362555289873e-4,0
Jesse is 157.38 cm tall.,Jesse,0,0.3335089940988838,0.7535758698792897,1.9464764470869463e-4,0
Sandra 's height is 157.39 cm.,Sandra,0,0.33220609305559795,0.7549406366126887,1.9507624120418193e-4,0
Kristen is 157.41 cm.,Kristen,0,0.3296108433293055,0.7576585584601363,1.9593662260132164e-4,0
Madeleine is 157.42 cm tall.,Madeleine,0,0.3283185098347232,0.7590116741471963,1.9636841335784872e-4,0
Sandy is 157.43 cm.,Sandy,0,0.32702971372493256,0.7603608671485022,1.9680127473770842e-4,0
Joyce is 157.44 cm tall.,Joyce,0,0.3257444621157361,0.7617061183868639,1.9723520969055244e-4,0
Cesar is 157.45 cm tall.,Cesar,0,0.32446276193327594,0.763047409041083,1.976702211749702e-4,0
Lindsay is 157.46 cm tall.,Lindsay,0,0.3231846199149903,0.7643847205467231,1.9810631215851922e-4,0
Edmund is 157.48 cm tall.,Edmund,0,0.3206390363830649,0.7670473331426164,1.9898174453825124e-4,0
Cody is 157.49 cm.,Cody,0,0.31937160740961823,0.7683725983941533,1.994210919146534e-4,0
Lyle 's height is 157.5 cm.,Lyle,0,0.31810776168273724,0.7696938128209508,1.9986153075068536e-4,0
Alexandria is 157.52 cm.,Alexandria,0,0.3155908430210105,0.772324020379122,2.0074569486215445e-4,0
Reginald is 157.55 cm.,Reginald,0,0.3118424786808087,0.7762385272492418,2.0208020259556428e-4,0
Charlie is 157.56 cm.,Charlie,0,0.31060024805934827,0.7775350831859502,2.0252725378027943e-4,0
Lucinda is 157.57 cm tall.,Lucinda,0,0.30936163754574836,0.7788274728938258,2.0297541770767706e-4,0
Joan 's height is 157.58 cm.,Joan,0,0.30812665169199016,0.7801156809360631,2.0342469745526993e-4,0
Wilson is 157.59 cm.,Wilson,0,0.306895294874805,0.7813996921392955,2.0387509610993352e-4,0
Della is 157.6 cm.,Della,0,0.305667571296783,0.7826794915938515,2.0432661676793412e-4,0
Kenneth is 157.62 cm.,Kenneth,0,0.30322303980449156,0.7852263969381154,2.052330365261614e-4,0
Kim 's height is 157.63 cm.,Kim,0,0.3020062394346483,0.7864934743289091,2.0568794186616774e-4,0
Lola is 157.64 cm tall.,Lola,0,0.3007930873950779,0.7877562829734812,2.0614398168913007e-4,0
Helen 's height is 157.65 cm.,Helen,0,0.2995835870343672,0.789014809283458,2.0660115913874986e-4,0
Keith 's height is 157.66 cm.,Keith,0,0.29837774153371327,0.7902690399350291,2.0705947736830528e-4,0
Misty 's height is 157.67 cm.,Misty,0,0.29717555390804495,0.7915189618689994,2.075189395406937e-4,0
Abigail is 157.68 cm tall.,Abigail,0,0.29597702700720524,0.7927645622907529,2.0797954882845166e-4,0
Zachary is 157.69 cm.,Zachary,0,0.2947821635170875,0.7940058286702356,2.0844130841379674e-4,0
Christy 's height is 157.7 cm.,Christy,0,0.293590965960814,0.795242748741869,2.0890422148865542e-4,0
Lucille is 157.72 cm tall.,Lucille,0,0.2912195779354426,0.7977035022209865,2.0983352092335825e-4,0
Daisy is 157.73 cm tall.,Daisy,0,0.2900393917092796,0.7989273124185725,2.1029991371589285e-4,0
Lewis is 157.74 cm.,Lewis,0,0.2888628799051992,0.8001467298881315,2.1076747286338449e-4,0
Luke is 157.75 cm tall.,Luke,0,0.2876900442501079,0.8013617436842146,2.1123620160679477e-4,0
Natalia 's height is 157.76 cm.,Natalia,0,0.2865208863152388,0.8025723431247157,2.1170610319698783e-4,0
Dillon is 157.77 cm.,Dillon,0,0.28535540751734406,0.8037785177905739,2.121771808947669e-4,0
Homer is 157.78 cm tall.,Homer,0,0.28419360911989494,0.8049802575254446,2.1264943797090683e-4,0
Laurel 's height is 157.8 cm.,Laurel,0,0.28188105782109,0.8073703928881673,2.1359750339141397e-4,0
Gladys is 157.81 cm tall.,Gladys,0,0.2807303066911581,0.8085587695134594,2.140733183274842e-4,0
Jasmine is 157.82 cm tall.,Jasmine,0,0.279583239506949,0.8097426732017596,2.1455032582538722e-4,0
